Params,Score,ID,Close
"{'depth': 1, 'learning_rate': 0.35}",5.774347653411893,id_749,118.86870666387142
"{'depth': 1, 'learning_rate': 0.35}",5.774347653411893,id_750,118.86870666387142
"{'depth': 1, 'learning_rate': 0.35}",5.774347653411893,id_751,118.86870666387142
"{'depth': 1, 'learning_rate': 0.35}",5.774347653411893,id_752,119.02082681344939
"{'depth': 1, 'learning_rate': 0.35}",5.774347653411893,id_753,119.02082681344939
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1467,45.43820665748811
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1468,45.41897769197843
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1469,45.41897769197843
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1470,45.21611616383328
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1471,45.00808183727807
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1472,45.00808183727807
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1473,44.86544538863839
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1474,44.86544538863839
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1475,44.86544538863839
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1476,44.95351216145812
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1477,44.95351216145812
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1478,44.945640935283365
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1479,44.945640935283365
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1480,44.945640935283365
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1481,44.95351216145812
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1482,44.95351216145812
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1483,44.945640935283365
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1484,44.93123024778927
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1485,44.93123024778927
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1486,44.93910147396403
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1487,44.95007738722509
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1488,44.90590012979831
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1489,44.95007738722509
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1490,44.95794861339985
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1491,44.95794861339985
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1492,44.96742225259098
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1493,44.96742225259098
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1494,44.96742225259098
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1495,45.00969277771313
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1496,45.00969277771313
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1497,45.00466422870434
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1498,45.00466422870434
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1499,45.00466422870434
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1500,45.0125354548791
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1501,45.0125354548791
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1502,44.98956550442293
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1503,44.98956550442293
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1504,44.997436730597684
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1505,44.997436730597684
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1506,45.07653488088047
"{'depth': 1, 'learning_rate': 0.4}",1.7614163185688514,id_1507,45.07653488088047
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2221,149.38507240192303
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2222,149.37061784427533
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2223,149.37061784427533
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2224,149.60046203486309
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2225,149.60046203486309
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2226,149.60046203486309
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2227,149.60046203486309
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2228,149.6097471567864
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2229,149.6097471567864
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2230,149.84849858597272
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2231,149.84849858597272
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2232,149.84849858597272
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2233,149.84849858597272
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2234,150.06045392233278
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2235,150.06045392233278
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2236,150.06045392233278
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2237,150.06045392233278
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2238,150.06045392233278
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2239,150.06045392233278
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2240,150.04251157081086
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2241,150.05116880040947
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2242,150.05116880040947
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2243,150.05116880040947
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2244,150.05116880040947
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2245,150.05116880040947
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2246,150.05116880040947
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2247,150.05116880040947
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2248,150.05116880040947
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2249,150.06045392233278
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2250,150.06045392233278
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2251,149.98757845240976
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2252,149.98757845240976
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2253,149.93308950130228
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2254,149.93308950130228
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2255,149.93308950130228
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2256,149.93308950130228
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2257,149.93308950130228
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2258,149.93308950130228
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2259,149.93308950130228
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2260,149.53813572689756
"{'depth': 1, 'learning_rate': 0.35}",2.591311949524257,id_2261,149.53813572689756
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2975,74.00196505580371
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2976,74.00468947097525
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2977,74.0269035180767
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2978,74.0269035180767
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2979,74.0269035180767
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2980,74.02417910290515
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2981,74.08893449285225
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2982,74.08893449285225
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2983,74.08893449285225
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2984,74.08893449285225
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2985,74.17201752542033
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2986,74.17474194059187
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2987,74.17791724020654
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2988,74.17791724020654
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2989,74.17791724020654
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2990,74.35840497981272
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2991,74.36112939498426
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2992,74.36112939498426
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2993,74.36112939498426
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2994,74.35030839487891
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2995,74.31883162440946
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2996,74.08704135375311
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2997,74.73471574881742
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2998,74.10925540085455
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_2999,74.46390292078186
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3000,74.10925540085455
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3001,74.10925540085455
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3002,74.1712863756301
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3003,74.1712863756301
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3004,74.11004977114945
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3005,74.1712863756301
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3006,74.1712863756301
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3007,74.15961886082815
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3008,74.16279416044281
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3009,74.10155755596216
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3010,74.16279416044281
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3011,74.57867828485078
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3012,74.96533896479278
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3013,74.67231208965578
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3014,75.42478411991661
"{'depth': 2, 'learning_rate': 0.35}",0.8136166699975995,id_3015,75.42478411991661
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3729,64.13924802280206
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3730,63.24496263142822
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3731,63.20889602152778
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3732,63.240054389367
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3733,62.19224032817118
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3734,62.19224032817118
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3735,61.83884715758094
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3736,62.09741467661837
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3737,62.19080501702214
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3738,61.84336869103649
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3739,61.85355971345493
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3740,61.73915454936932
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3741,61.725734114467826
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3742,61.75689248230705
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3743,61.86320407280513
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3744,61.76628597365274
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3745,60.718602490330426
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3746,60.845812871014544
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3747,60.87697123885377
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3748,60.94792059827236
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3749,61.10582168645769
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3750,61.112728536721164
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3751,61.14388690456039
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3752,61.21483626397898
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3753,61.21483626397898
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3754,60.97607789272578
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3755,60.958443349659404
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3756,60.95423948641914
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3757,60.999953296290954
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3758,60.9831617293174
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3759,60.80996114245053
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3760,60.829312483379084
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3761,60.82640229192188
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3762,60.88924493750241
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3763,60.88924493750241
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3764,60.81858466263458
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3765,60.81858466263458
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3766,60.807112691321834
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3767,60.800151559737
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3768,61.10752868923174
"{'depth': 2, 'learning_rate': 0.45}",1.9251485922373028,id_3769,61.10056755764691
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4483,147.4761297620662
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4484,146.13280349771412
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4485,147.47130095760258
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4486,147.47130095760258
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4487,148.18038456316026
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4488,148.18038456316026
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4489,146.18289421300324
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4490,146.8418871032718
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4491,146.8418871032718
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4492,146.8418871032718
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4493,147.09716808597477
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4494,146.81038250948222
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4495,146.81038250948222
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4496,147.09716808597477
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4497,147.09716808597477
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4498,147.09716808597477
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4499,146.86542015091436
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4500,147.1522057274069
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4501,147.50552001909273
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4502,147.50552001909273
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4503,146.730663693912
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4504,146.730663693912
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4505,146.730663693912
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4506,146.730663693912
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4507,146.35845638013598
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4508,142.4713678429198
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4509,142.4713678429198
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4510,142.10465969156394
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4511,142.10465969156394
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4512,142.10465969156394
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4513,134.40581319387456
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4514,134.40581319387456
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4515,131.64854287669914
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4516,131.22623429761188
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4517,131.22623429761188
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4518,128.6258046580424
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4519,128.97423144708773
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4520,128.97911894972822
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4521,130.2531716888716
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4522,132.38187235932674
"{'depth': 1, 'learning_rate': 0.35}",25.971727698267927,id_4523,133.35493496806703
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5237,125.32876652640925
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5238,125.32876652640925
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5239,125.32876652640925
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5240,125.32876652640925
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5241,125.70594758329617
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5242,125.70594758329617
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5243,125.68517766938248
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5244,125.80919843445236
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5245,126.08876570615621
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5246,126.08876570615621
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5247,126.08876570615621
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5248,126.90319102232979
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5249,126.79525722748303
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5250,126.85025169348705
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5251,126.85025169348705
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5252,127.11602468180831
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5253,127.50557344531376
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5254,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5255,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5256,127.43082041278217
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5257,127.50557344531376
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5258,127.50557344531376
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5259,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5260,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5261,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5262,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5263,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5264,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5265,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5266,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5267,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5268,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5269,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5270,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5271,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5272,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5273,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5274,127.31815019444298
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5275,127.39348731919858
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5276,127.29613850272563
"{'depth': 1, 'learning_rate': 0.4}",3.303571784832028,id_5277,127.29613850272563
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_5991,151.0316683358776
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_5992,149.9612923848706
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_5993,151.8224699815562
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_5994,151.1143543857413
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_5995,149.9612923848706
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_5996,149.9202876554134
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_5997,149.9202876554134
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_5998,149.9202876554134
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_5999,149.9202876554134
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6000,149.92039275539878
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6001,149.92039275539878
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6002,149.46268474347903
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6003,149.92039275539878
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6004,149.92039275539878
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6005,149.46268474347903
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6006,149.92039275539878
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6007,149.92039275539878
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6008,149.92039275539878
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6009,149.84273860105327
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6010,149.84273860105327
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6011,149.96139748485598
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6012,149.88374333051047
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6013,149.9612923848706
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6014,149.88384843049585
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6015,149.88384843049585
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6016,149.64191974084838
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6017,149.64191974084838
"{'depth': 1, 'learning_rate': 0.35}",1.545998703922436,id_6018,149.64191974084838
